id,name,l10n_py_sifen_code,l10n_py_district_id:id,state_id:id,country_id:id
city_py_1542,COCHI-Y,1542,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1543,COL.ALEJO GARCIA 1A.,1543,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1544,COL.CO'EYU,1544,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1545,COSTA YABEBYRY,1545,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1546,COL.ALEJO GARCIA 2A.,1546,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1547,ISLA CURE'I,1547,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1548,ISLA PAJARO,1548,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1549,ISLA TRES HERMANAS,1549,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1550,LIMA,1550,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1551,MBOCAYA,1551,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1552,MBURAJHEY,1552,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1553,MEDIO DIA,1553,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1554,POTRERO,1554,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1555,PUERTO CORATEI,1555,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1556,PUERTO GUARDIA CUE,1556,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1557,PUERTO TURI,1557,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1558,SALTO YASYRETA,1558,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1559,SAN IGNACIO CUE(I.IGNACIO CUE),1559,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1560,SAN RAFAEL,1560,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1561,YAGUARY,1561,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1562,YASYRETA PUNTA,1562,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1563,YATAITY,1563,l10n_py_base.district_py_116,l10n_py_base.state_py_9,base.py
city_py_1564,SAN IGNACIO,1564,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1565,ARROYO VERDE,1565,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1566,COL.CA'A YOJHA,1566,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1567,COL.MANZANA D,1567,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1568,COSTA BRASIL,1568,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1569,COSTA PUCU,1569,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1570,ESTANCIA AGRO SAN JUAN,1570,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1571,ESTANCIA PARAGUAY,1571,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1572,ISLA GUAZU,1572,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1573,PLATERO,1573,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1574,SAN BENTO,1574,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1575,SAN IGNACIO (MUNICIPIO),1575,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1576,SAN JAVIER,1576,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1577,SAN JUAN,1577,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1578,SAN PABLO,1578,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1579,SANGRE DE DRAGON,1579,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1580,SANTA RITA,1580,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1581,TAJHYI-TY,1581,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1582,TAYY,1582,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1583,TAÑERENDY,1583,l10n_py_base.district_py_117,l10n_py_base.state_py_9,base.py
city_py_1584,SAN MIGUEL,1584,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1585,ARAZAPE,1585,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1586,COL.YSYPO POTRERO,1586,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1587,COSTA JHU,1587,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1588,ESTANCIA CAPII BEBE,1588,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1589,ESTANCIA LOMA POTY,1589,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1590,ESTANCIA MEZA,1590,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1591,ESTANCIA ROSARIO,1591,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1592,ESTANCIA SAN JUAN,1592,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1593,ESTANCIA SAN ROQUE,1593,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1594,ESTANCIA SANTA NINA,1594,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1595,ESTANCIA SANTA TERESA,1595,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1596,ESTANCIA SANTO TOMAS,1596,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1597,ESTANCIA TEBICUARY,1597,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1598,ESTANCIA YGAU,1598,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1599,ESTANCIA Z.BARRIOS,1599,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1600,ISLA TACUARA,1600,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1601,ITA YURU,1601,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1602,JHUGUA,1602,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1603,PUESTO CAACUPE MI,1603,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1604,PUESTO CANGUERY,1604,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1605,PUESTO ESTANCIA BELLA ITALIA,1605,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1606,PUESTO RANCHO DEL MEDIO,1606,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1607,SAN MAURICIO,1607,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1608,SAN MIGUEL (MUNICIPIO),1608,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1609,SAN PEDRO,1609,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1610,SAN ROQUE,1610,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1611,YSYPO,1611,l10n_py_base.district_py_118,l10n_py_base.state_py_9,base.py
city_py_1612,SAN PATRICIO,1612,l10n_py_base.district_py_119,l10n_py_base.state_py_9,base.py
city_py_1613,ARROCERA ISLA GUAZU,1613,l10n_py_base.district_py_119,l10n_py_base.state_py_9,base.py
city_py_1614,ESTANCIA ISLA TIMBO,1614,l10n_py_base.district_py_119,l10n_py_base.state_py_9,base.py
city_py_1615,SANTO ANGEL,1615,l10n_py_base.district_py_119,l10n_py_base.state_py_9,base.py
city_py_1616,ÑACUTI,1616,l10n_py_base.district_py_119,l10n_py_base.state_py_9,base.py
city_py_1617,SANTIAGO,1617,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1618,CAAGUAZU,1618,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1619,CAAGUY PO I,1619,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1620,CAAGUY GUAZU,1620,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1621,POTRERO YBATE,1621,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1622,SAN ANTONIO,1622,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1623,SAN FELIPE,1623,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1624,SAN RAMON,1624,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1625,SANTIAGO (MUNICIPIO),1625,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1626,TAMBORY,1626,l10n_py_base.district_py_120,l10n_py_base.state_py_9,base.py
city_py_1627,SANTA MARIA,1627,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1628,ARROYO CARE,1628,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1629,CERRO COSTA,1629,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1630,ESTANCIA ARNOL CUE,1630,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1631,ESTANCIA CA'A CORA,1631,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1632,ESTANCIA CAPURRO,1632,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1633,ESTANCIA MARIA HORTENCIA,1633,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1634,ESTANCIA RAMIREZ CUE,1634,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1635,ESTANCIA SAN BORJA,1635,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1636,ESTANCIA TORORO 1A.,1636,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1637,ESTANCIA TORORO 2A.,1637,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1638,ESTANCIA LA ARMONIA,1638,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1639,ITACURUBI,1639,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1640,PARACAU,1640,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1641,PUERTO ROAS CUE,1641,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1642,SAN ANTONIO,1642,l10n_py_base.district_py_121,l10n_py_base.state_py_9,base.py
city_py_1643,MUNICIPIO,1643,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1644,MUÑAG - CUA,1644,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1645,PASO RIVEROS,1645,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1646,PIRAY,1646,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1647,PIRITI - CUE,1647,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1648,POTRERO - PUCU,1648,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1649,POTRERO CAAPIIPOBO,1649,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1650,POTRERO CARRILLO,1650,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1651,POTRERO CAZAL,1651,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1652,PUERTO - MI,1652,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1653,PUERTO CUE,1653,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1654,PUERTO ROSARIO,1654,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1655,STA. CATALINA,1655,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1656,TACURU,1656,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1657,TAPERE,1657,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1658,TAYI CARE,1658,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1659,URUCUY,1659,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1660,VALLE MI,1660,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1661,VOLENDAM,1661,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1662,YCUA PORA,1662,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1663,YCUA RETA,1663,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1664,YECOREY,1664,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1665,YETYTY,1665,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1666,YAHACA GUAZU,1666,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1667,YRUCUY,1667,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1668,ÑAMBUE,1668,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1669,ÑANDEYARA,1669,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1670,ÑANDUA -CUA,1670,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1671,ÑANDUCUAI,1671,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1672,ÑEEMBUCU,1672,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1673,ÑUAMBUA,1673,l10n_py_base.district_py_20,l10n_py_base.state_py_3,base.py
city_py_1674,YATAITY DEL NORTE,1674,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1675,CALLE SAN ANTONIO,1675,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1676,CALLE SAN FELIPE,1676,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1677,COL. YATAYTY,1677,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1678,COLONIA,1678,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1679,F. MATIAUDA,1679,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1680,GUAVIRA,1680,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1681,GUAZU RETA,1681,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1682,YATAYTY CORA,1682,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1683,ZONA A,1683,l10n_py_base.district_py_21,l10n_py_base.state_py_3,base.py
city_py_1684,ISIDORO RESQUIN,1684,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1685,COL. NARANJITO,1685,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1686,COL. PALOMA,1686,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1687,COL. RADIO URBANO,1687,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1688,COL. SUSANA,1688,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1689,COL. YBYPE,1689,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1690,COL.AÑARETA,1690,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1691,ORQUETA,1691,l10n_py_base.district_py_22,l10n_py_base.state_py_3,base.py
city_py_1692,CHORE,1692,l10n_py_base.district_py_23,l10n_py_base.state_py_3,base.py
city_py_1693,COLONIA,1693,l10n_py_base.district_py_23,l10n_py_base.state_py_3,base.py
city_py_1694,SAN ANTONIO,1694,l10n_py_base.district_py_23,l10n_py_base.state_py_3,base.py
city_py_1695,SAN PABLO,1695,l10n_py_base.district_py_23,l10n_py_base.state_py_3,base.py
city_py_1696,SAN PABLO,1696,l10n_py_base.district_py_24,l10n_py_base.state_py_3,base.py
city_py_1697,COLONIA,1697,l10n_py_base.district_py_24,l10n_py_base.state_py_3,base.py
city_py_1698,SAN ANTONIO,1698,l10n_py_base.district_py_24,l10n_py_base.state_py_3,base.py
city_py_1699,SAN JOSE DEL ROSARIO,1699,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1700,ALFONSO CENTRAL,1700,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1701,ALFONSO TRANQUERA,1701,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1702,ESTANCIA SAN JOSE,1702,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1703,ESTANCIA GAZORY,1703,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1704,SAN ANTONIO,1704,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1705,SAN JOSE OBRERO,1705,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1706,SAN JUAN,1706,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1707,SAN ISIDRO,1707,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1708,SANTO DOMINGO,1708,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1709,TRES REYES,1709,l10n_py_base.district_py_25,l10n_py_base.state_py_3,base.py
city_py_1710,CAACUPE,1710,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1711,ALMADA,1711,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1712,AQUINO CAÑADA,1712,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1713,ARAZATY,1713,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1714,AZCURRA,1714,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1715,BARRIO DANIEL SCURRA,1715,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1716,BARRIO SAN FRANCISCO,1716,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1717,CAACUPE,1717,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1718,CABAÑAS,1718,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1719,CERRO REAL,1719,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1720,COL. CNEL. MARTINEZ,1720,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1721,COSTA PUCU,1721,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1722,DANIEL SCURRA 2DA.,1722,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1723,ISLA YOBAY,1723,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1724,ITA YBU GUAZU,1724,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1725,ITA YBU MI,1725,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1726,JHACA ROYSA,1726,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1727,LOMA GUAZU,1727,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1728,POTRERO POI,1728,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1729,YPUCU,1729,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1730,YTA GUAZU,1730,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1731,YTU MI,1731,l10n_py_base.district_py_26,l10n_py_base.state_py_4,base.py
city_py_1732,ALTOS,1732,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1733,ACUÑA DE FIGUEROA,1733,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1734,AGAI HY,1734,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1735,AGUARA,1735,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1736,ALTOS ( MUNICIPIO ),1736,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1737,CHOCHI,1737,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1738,ESTANCIA CLEMENTINA,1738,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1739,ITA GUAZU,1739,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1740,ITA YGAZA,1740,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1741,LOMA GRANDE,1741,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1742,PARARU,1742,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1743,RETIRO RIO NEGRO,1743,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1744,TUKUNGA CORDILLERA,1744,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1745,TUKUNGA CAÑADA,1745,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1746,VILLA FLOR,1746,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1747,YACARE,1747,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1748,YAYI CAÑADA,1748,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1749,YBU,1749,l10n_py_base.district_py_27,l10n_py_base.state_py_4,base.py
city_py_1750,ARROYOS Y ESTEROS,1750,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1751,ACEVEDO,1751,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1752,ARROYOS Y ESTEROS,1752,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1753,BOQUERON,1753,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1754,CAMP. H. MATIAUDA,1754,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1755,CAÑADA,1755,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1756,CAÑADA DOMINGUEZ,1756,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1757,CERRITO,1757,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1758,COSTA PUCU,1758,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1759,CURUPAYTY,1759,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1760,CYRATY,1760,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1761,EL CARMEN,1761,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1762,ESTACION GONZALES CUE,1762,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1763,ESTACION YPE CUE,1763,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1764,ESTANCIA 4 VIENTOS,1764,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1765,ESTANCIA CATIGUA,1765,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1766,ESTANCIA JUAN DE MENA,1766,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1767,ESTANCIA LOPEZ CUE,1767,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1768,ESTANCIA MANDUVIRA,1768,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1769,ESTANCIA SANJA JHU,1769,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1770,GRAL. DIAZ,1770,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1771,INGLON CUE,1771,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1772,ISLA ALTA,1772,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1773,ISLA GUAZU,1773,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1774,ISLA TACUARA,1774,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1775,ITA PIRU,1775,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1776,KIRAYTY,1776,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1777,LAGUNA VERA,1777,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1778,MAINUMBY,1778,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1779,MAINUMBYI,1779,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1780,NUEVA COLOMBIA,1780,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1781,PUERTO OLIVARES,1781,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1782,RETIRO CARBONERIA - CUE,1782,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1783,RETIRO DONKI CUE,1783,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1784,RETIRO ILDEFONSO - CUE,1784,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1785,SAN ANTONIO,1785,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1786,URUNDEY,1786,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1787,YUASY ITA,1787,l10n_py_base.district_py_28,l10n_py_base.state_py_4,base.py
city_py_1788,ATYRA,1788,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1789,ATYRA ( MUNICIPIO ),1789,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1790,CANDIA,1790,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1791,CARUMBY,1791,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1792,COL. BERNARDINO CABALLERO,1792,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1793,GRANJA LADONESA,1793,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1794,MOÑAIRY,1794,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1795,POTRERO,1795,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1796,SAN VICENTE,1796,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1797,SANJA JHU,1797,l10n_py_base.district_py_29,l10n_py_base.state_py_4,base.py
city_py_1798,ALFONSO LOMA,1798,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1799,BOQUERON,1799,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1800,CAPELLANIA,1800,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1801,CARAGUATAY ( MUNICIPIO ),1801,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1802,ESTANCIA LOBO CUA,1802,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1803,ESTANCIA SALADILLO,1803,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1804,ESTANCIA SAN MARCO,1804,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
city_py_1805,FULGENCIO YEGROS,1805,l10n_py_base.district_py_30,l10n_py_base.state_py_4,base.py
